Car ID,Brand,Model,Year,Color,Mileage,Price,Location
475,Honda,Civic,2016,White,40000,18000,Atlanta
476,Ford,Fiesta,2017,Blue,35000,20000,Phoenix
477,Chevrolet,Cruze,2019,Black,55000,19000,Houston
478,Hyundai,Elantra,2017,Red,50000,23000,Seattle
479,Toyota,Camry,2020,Silver,40000,21000,Los Angeles
480,Honda,Accord,2019,White,35000,24000,New York
481,Ford,Mustang,2016,Blue,70000,20000,Chicago
482,Chevrolet,Camaro,2016,Red,55000,22000,Miami
483,Hyundai,Genesis,2015,Black,50000,24000,San Francisco
484,Toyota,Avalon,2017,Silver,45000,23000,Dallas
485,Honda,Civic,2018,Gray,40000,27000,Atlanta
486,Ford,Fusion,2020,White,35000,25000,Phoenix
487,Chevrolet,Impala,2016,Blue,70000,28000,Houston
488,Hyundai,Sonata,2020,Red,55000,22000,Seattle
489,Toyota,Corolla,2017,Silver,50000,21000,Los Angeles
490,Honda,CR-V,2018,White,45000,26000,New York
491,Ford,Escape,2016,Blue,30000,29000,Chicago
492,Chevrolet,Equinox,2015,Black,35000,27000,Miami
493,Hyundai,Tucson,2015,Red,55000,12000,San Francisco
494,Toyota,Rav10,2019,Gray,50000,15000,Dallas
495,Honda,Pilot,2018,White,40000,17000,Atlanta
496,Ford,Explorer,2020,Blue,60000,14000,Phoenix
497,Chevrolet,Traverse,2015,Black,55000,12000,Houston
498,Hyundai,Santa Fe,2017,Red,45000,18000,Seattle
499,Toyota,4Runner,2020,Silver,35000,16000,Los Angeles
500,Honda,Odyssey,2018,White,55000,14000,New York
501,Ford,Edge,2015,Blue,60000,12000,Chicago
502,Chevrolet,Tahoe,2018,Black,40000,15000,Miami
503,Hyundai,Palisade,2017,Silver,25000,19000,San Francisco
504,Toyota,Sienna,2020,Red,30000,18000,Dallas
505,Honda,Fit,2018,Gray,65000,22000,Atlanta
506,Ford,Fusion,2017,White,55000,16000,Phoenix
507,Chevrolet,Malibu,2017,Blue,50000,14000,Houston
508,Hyundai,Venue,2015,Silver,55000,19000,Seattle
509,Toyota,Yaris,2019,Black,30000,23000,Los Angeles
510,Toyota,Camry,2019,White,40000,21000,Los Angeles
511,Honda,Civic,2019,Blue,45000,18000,New York
512,Toyota,Camry,2018,White,35000,20000,Los Angeles
513,Honda,Civic,2020,Blue,60000,25000,New York
514,Ford,Focus,2020,Silver,55000,24000,Chicago
515,Chevrolet,Cruze,2020,Red,50000,23000,Miami
516,Hyundai,Elantra,2017,Black,35000,28000,San Francisco
517,Toyota,Corolla,2019,Gray,40000,25000,Dallas
518,Honda,Accord,2015,White,70000,27000,Atlanta
519,Ford,Mustang,2016,Yellow,55000,22000,Phoenix
520,Chevrolet,Impala,2015,Black,50000,21000,Houston
521,Hyundai,Sonata,2016,Blue,45000,26000,Seattle
522,Toyota,Rav11,2017,Gray,30000,29000,Los Angeles
523,Honda,CR-V,2015,Red,35000,27000,New York
524,Ford,Escape,2020,White,55000,12000,Chicago
525,Chevrolet,Equinox,2016,Black,50000,15000,Miami
526,Hyundai,Kona,2018,Blue,40000,17000,San Francisco
527,Toyota,Highlander,2018,Silver,60000,14000,Dallas
528,Honda,Pilot,2018,Gray,55000,12000,Atlanta
529,Ford,Explorer,2017,White,50000,15000,Phoenix
530,Chevrolet,Traverse,2017,Black,40000,17000,Houston
531,Hyundai,Santa Fe,2018,Red,35000,14000,Seattle
532,Toyota,4Runner,2019,Silver,70000,12000,Los Angeles
533,Honda,Odyssey,2017,White,55000,15000,New York
534,Ford,Edge,2018,Blue,50000,17000,Chicago
535,Chevrolet,Tahoe,2016,Black,40000,14000,Miami
536,Hyundai,Palisade,2016,Silver,45000,16000,San Francisco
537,Toyota,Sienna,2017,Red,35000,18000,Dallas
538,Honda,Fit,2015,Gray,60000,19000,Atlanta
539,Ford,Fusion,2019,White,50000,18000,Phoenix
540,Chevrolet,Malibu,2017,Blue,40000,22000,Houston
541,Hyundai,Venue,2019,Silver,35000,25000,Seattle
542,Toyota,Yaris,2020,Black,70000,18000,Los Angeles
543,Honda,HR-V,2016,White,55000,19000,New York
544,Ford,EcoSport,2016,Red,50000,17000,Chicago
545,Chevrolet,Spark,2018,Blue,45000,16000,Miami
546,Hyundai,Accent,2019,Silver,40000,18000,San Francisco
547,Toyota,Prius,2020,Gray,35000,20000,Dallas
548,Honda,Civic,2016,White,55000,19000,Atlanta
549,Ford,Fiesta,2019,Blue,50000,23000,Phoenix
550,Chevrolet,Cruze,2015,Black,40000,21000,Houston
551,Hyundai,Elantra,2018,Red,35000,24000,Seattle
552,Toyota,Camry,2020,Silver,70000,20000,Los Angeles
553,Honda,Accord,2017,White,55000,22000,New York
554,Ford,Mustang,2017,Blue,50000,24000,Chicago
555,Chevrolet,Camaro,2017,Red,45000,23000,Miami
556,Hyundai,Genesis,2020,Black,40000,27000,San Francisco
557,Toyota,Avalon,2016,Silver,35000,25000,Dallas
558,Honda,Civic,2020,Gray,70000,28000,Atlanta
559,Ford,Fusion,2019,White,55000,22000,Phoenix
560,Chevrolet,Impala,2019,Blue,50000,21000,Houston
561,Hyundai,Sonata,2020,Red,45000,26000,Seattle
562,Toyota,Corolla,2017,Silver,30000,29000,Los Angeles
563,Honda,CR-V,2016,White,35000,27000,New York
564,Ford,Escape,2019,Blue,55000,12000,Chicago
565,Chevrolet,Equinox,2015,Black,50000,15000,Miami
566,Hyundai,Tucson,2016,Red,40000,17000,San Francisco
567,Toyota,Rav11,2019,Gray,60000,14000,Dallas
568,Honda,Pilot,2016,White,55000,12000,Atlanta
569,Ford,Explorer,2020,Blue,45000,18000,Phoenix
570,Chevrolet,Traverse,2019,Black,35000,16000,Houston
571,Hyundai,Santa Fe,2015,Red,55000,14000,Seattle
572,Toyota,4Runner,2020,Silver,60000,12000,Los Angeles
573,Honda,Odyssey,2015,White,40000,15000,New York
574,Ford,Edge,2015,Blue,25000,19000,Chicago
575,Chevrolet,Tahoe,2015,Black,30000,18000,Miami
576,Hyundai,Palisade,2015,Silver,65000,22000,San Francisco
577,Toyota,Sienna,2017,Red,55000,16000,Dallas
578,Honda,Fit,2020,Gray,50000,14000,Atlanta
579,Ford,Fusion,2015,White,55000,19000,Phoenix
580,Chevrolet,Malibu,2019,Blue,30000,23000,Houston
581,Hyundai,Venue,2015,Silver,40000,21000,Seattle
582,Toyota,Yaris,2016,Black,45000,18000,Los Angeles
583,Toyota,Camry,2019,White,35000,20000,Los Angeles
584,Honda,Civic,2020,Blue,60000,25000,New York
585,Toyota,Camry,2016,White,55000,24000,Los Angeles
586,Honda,Civic,2016,Blue,50000,23000,New York
587,Ford,Focus,2016,Silver,35000,28000,Chicago
588,Chevrolet,Cruze,2017,Red,40000,25000,Miami
589,Hyundai,Elantra,2015,Black,70000,27000,San Francisco
590,Toyota,Corolla,2018,Gray,55000,22000,Dallas
591,Honda,Accord,2017,White,50000,21000,Atlanta
592,Ford,Mustang,2015,Yellow,45000,26000,Phoenix
593,Chevrolet,Impala,2016,Black,30000,29000,Houston
594,Hyundai,Sonata,2018,Blue,35000,27000,Seattle
595,Toyota,Rav12,2020,Gray,55000,12000,Los Angeles
596,Honda,CR-V,2016,Red,50000,15000,New York
597,Ford,Escape,2016,White,40000,17000,Chicago
598,Chevrolet,Equinox,2017,Black,60000,14000,Miami
599,Hyundai,Kona,2018,Blue,55000,12000,San Francisco
600,Toyota,Highlander,2020,Silver,50000,15000,Dallas
601,Honda,Pilot,2019,Gray,40000,17000,Atlanta
602,Ford,Explorer,2017,White,35000,14000,Phoenix
603,Chevrolet,Traverse,2020,Black,70000,12000,Houston
604,Hyundai,Santa Fe,2017,Red,55000,15000,Seattle
605,Toyota,4Runner,2020,Silver,50000,17000,Los Angeles
606,Honda,Odyssey,2018,White,40000,14000,New York
607,Ford,Edge,2015,Blue,45000,16000,Chicago
608,Chevrolet,Tahoe,2015,Black,35000,18000,Miami
609,Hyundai,Palisade,2015,Silver,60000,19000,San Francisco
610,Toyota,Sienna,2017,Red,50000,18000,Dallas
611,Honda,Fit,2018,Gray,40000,22000,Atlanta
612,Ford,Fusion,2015,White,35000,25000,Phoenix
613,Chevrolet,Malibu,2020,Blue,70000,18000,Houston
614,Hyundai,Venue,2015,Silver,55000,19000,Seattle
615,Toyota,Yaris,2020,Black,50000,17000,Los Angeles
616,Honda,HR-V,2018,White,45000,16000,New York
617,Ford,EcoSport,2019,Red,40000,18000,Chicago
618,Chevrolet,Spark,2016,Blue,35000,20000,Miami
619,Hyundai,Accent,2015,Silver,55000,19000,San Francisco
620,Toyota,Prius,2020,Gray,50000,23000,Dallas
621,Honda,Civic,2018,White,40000,21000,Atlanta
622,Ford,Fiesta,2018,Blue,35000,24000,Phoenix
623,Chevrolet,Cruze,2018,Black,70000,20000,Houston
624,Hyundai,Elantra,2018,Red,55000,22000,Seattle
625,Toyota,Camry,2018,Silver,50000,24000,Los Angeles
626,Honda,Accord,2015,White,45000,23000,New York
627,Ford,Mustang,2015,Blue,40000,27000,Chicago
628,Chevrolet,Camaro,2016,Red,35000,25000,Miami
629,Hyundai,Genesis,2016,Black,70000,28000,San Francisco
630,Toyota,Avalon,2015,Silver,55000,22000,Dallas
631,Honda,Civic,2020,Gray,50000,21000,Atlanta
632,Ford,Fusion,2015,White,45000,26000,Phoenix
633,Chevrolet,Impala,2019,Blue,30000,29000,Houston
634,Hyundai,Sonata,2017,Red,35000,27000,Seattle
635,Toyota,Corolla,2020,Silver,55000,12000,Los Angeles
636,Honda,CR-V,2020,White,50000,15000,New York
637,Ford,Escape,2015,Blue,40000,17000,Chicago
638,Chevrolet,Equinox,2016,Black,60000,14000,Miami
639,Hyundai,Tucson,2016,Red,55000,12000,San Francisco
640,Toyota,Rav12,2020,Gray,45000,18000,Dallas
641,Honda,Pilot,2019,White,35000,16000,Atlanta
642,Ford,Explorer,2018,Blue,55000,14000,Phoenix
643,Chevrolet,Traverse,2017,Black,60000,12000,Houston
644,Hyundai,Santa Fe,2020,Red,40000,15000,Seattle
645,Toyota,4Runner,2020,Silver,25000,19000,Los Angeles
646,Honda,Odyssey,2017,White,30000,18000,New York
647,Ford,Edge,2017,Blue,65000,22000,Chicago
648,Chevrolet,Tahoe,2017,Black,55000,16000,Miami
649,Hyundai,Palisade,2019,Silver,50000,14000,San Francisco
650,Toyota,Sienna,2015,Red,55000,19000,Dallas
651,Honda,Fit,2016,Gray,30000,23000,Atlanta
652,Ford,Fusion,2020,White,40000,21000,Phoenix
653,Chevrolet,Malibu,2018,Blue,45000,18000,Houston
654,Hyundai,Venue,2019,Silver,35000,20000,Seattle
655,Toyota,Yaris,2016,Black,60000,25000,Los Angeles
656,Toyota,Camry,2017,White,55000,24000,Los Angeles
657,Honda,Civic,2015,Blue,50000,23000,New York
658,Toyota,Camry,2016,White,35000,28000,Los Angeles
659,Honda,Civic,2020,Blue,40000,25000,New York
660,Ford,Focus,2018,Silver,70000,27000,Chicago
661,Chevrolet,Cruze,2018,Red,55000,22000,Miami
662,Hyundai,Elantra,2019,Black,50000,21000,San Francisco
663,Toyota,Corolla,2017,Gray,45000,26000,Dallas
664,Honda,Accord,2019,White,30000,29000,Atlanta
665,Ford,Mustang,2015,Yellow,35000,27000,Phoenix
666,Chevrolet,Impala,2018,Black,55000,12000,Houston
667,Hyundai,Sonata,2020,Blue,50000,15000,Seattle
668,Toyota,Rav13,2016,Gray,40000,17000,Los Angeles
669,Honda,CR-V,2017,Red,60000,14000,New York
670,Ford,Escape,2016,White,55000,12000,Chicago
671,Chevrolet,Equinox,2016,Black,50000,15000,Miami
672,Hyundai,Kona,2018,Blue,40000,17000,San Francisco
673,Toyota,Highlander,2017,Silver,35000,14000,Dallas
674,Honda,Pilot,2019,Gray,70000,12000,Atlanta
675,Ford,Explorer,2015,White,55000,15000,Phoenix
676,Chevrolet,Traverse,2019,Black,50000,17000,Houston
677,Hyundai,Santa Fe,2016,Red,40000,14000,Seattle
678,Toyota,4Runner,2020,Silver,45000,16000,Los Angeles
679,Honda,Odyssey,2020,White,35000,18000,New York
680,Ford,Edge,2018,Blue,60000,19000,Chicago
681,Chevrolet,Tahoe,2020,Black,50000,18000,Miami
682,Hyundai,Palisade,2016,Silver,40000,22000,San Francisco
683,Toyota,Sienna,2019,Red,35000,25000,Dallas
684,Honda,Fit,2020,Gray,70000,18000,Atlanta
685,Ford,Fusion,2015,White,55000,19000,Phoenix
686,Chevrolet,Malibu,2016,Blue,50000,17000,Houston
687,Hyundai,Venue,2016,Silver,45000,16000,Seattle
688,Toyota,Yaris,2016,Black,40000,18000,Los Angeles
689,Honda,HR-V,2018,White,35000,20000,New York
690,Ford,EcoSport,2016,Red,55000,19000,Chicago
691,Chevrolet,Spark,2016,Blue,50000,23000,Miami
692,Hyundai,Accent,2017,Silver,40000,21000,San Francisco
693,Toyota,Prius,2018,Gray,35000,24000,Dallas
694,Honda,Civic,2020,White,70000,20000,Atlanta
695,Ford,Fiesta,2016,Blue,55000,22000,Phoenix
696,Chevrolet,Cruze,2020,Black,50000,24000,Houston
697,Hyundai,Elantra,2020,Red,45000,23000,Seattle
698,Toyota,Camry,2019,Silver,40000,27000,Los Angeles
699,Honda,Accord,2017,White,35000,25000,New York
700,Ford,Mustang,2019,Blue,70000,28000,Chicago
701,Chevrolet,Camaro,2015,Red,55000,22000,Miami
702,Hyundai,Genesis,2020,Black,50000,21000,San Francisco
703,Toyota,Avalon,2015,Silver,45000,26000,Dallas
704,Honda,Civic,2019,Gray,30000,29000,Atlanta
705,Ford,Fusion,2018,White,35000,27000,Phoenix
706,Chevrolet,Impala,2017,Blue,55000,12000,Houston
707,Hyundai,Sonata,2015,Red,50000,15000,Seattle
708,Toyota,Corolla,2020,Silver,40000,17000,Los Angeles
709,Honda,CR-V,2020,White,60000,14000,New York
710,Ford,Escape,2020,Blue,55000,12000,Chicago
711,Chevrolet,Equinox,2015,Black,45000,18000,Miami
712,Hyundai,Tucson,2019,Red,35000,16000,San Francisco
713,Toyota,Rav13,2018,Gray,55000,14000,Dallas
714,Honda,Pilot,2017,White,60000,12000,Atlanta
715,Ford,Explorer,2020,Blue,40000,15000,Phoenix
716,Chevrolet,Traverse,2017,Black,25000,19000,Houston
717,Hyundai,Santa Fe,2019,Red,30000,18000,Seattle
718,Toyota,4Runner,2016,Silver,65000,22000,Los Angeles
719,Honda,Odyssey,2020,White,55000,16000,New York
720,Ford,Edge,2017,Blue,50000,14000,Chicago
721,Chevrolet,Tahoe,2015,Black,55000,19000,Miami
722,Hyundai,Palisade,2019,Silver,30000,23000,San Francisco
723,Toyota,Sienna,2017,Red,40000,21000,Dallas
724,Honda,Fit,2019,Gray,45000,18000,Atlanta
725,Ford,Fusion,2015,White,35000,20000,Phoenix
726,Chevrolet,Malibu,2019,Blue,60000,25000,Houston
727,Hyundai,Venue,2020,Silver,55000,24000,Seattle
728,Toyota,Yaris,2017,Black,50000,23000,Los Angeles
729,Toyota,Camry,2019,White,35000,28000,Los Angeles
730,Honda,Civic,2017,Blue,40000,25000,New York
731,Toyota,Camry,2018,White,70000,27000,Los Angeles
732,Honda,Civic,2016,Blue,55000,22000,New York
733,Ford,Focus,2019,Silver,50000,21000,Chicago
734,Chevrolet,Cruze,2019,Red,45000,26000,Miami
735,Hyundai,Elantra,2016,Black,30000,29000,San Francisco
736,Toyota,Corolla,2015,Gray,35000,27000,Dallas
737,Honda,Accord,2017,White,55000,12000,Atlanta
738,Ford,Mustang,2015,Yellow,50000,15000,Phoenix
739,Chevrolet,Impala,2016,Black,40000,17000,Houston
740,Hyundai,Sonata,2018,Blue,60000,14000,Seattle
741,Toyota,Rav14,2017,Gray,55000,12000,Los Angeles
742,Honda,CR-V,2016,Red,50000,15000,New York
743,Ford,Escape,2020,White,40000,17000,Chicago
744,Chevrolet,Equinox,2020,Black,35000,14000,Miami
745,Hyundai,Kona,2020,Blue,70000,12000,San Francisco
746,Toyota,Highlander,2016,Silver,55000,15000,Dallas
747,Honda,Pilot,2020,Gray,50000,17000,Atlanta
748,Ford,Explorer,2020,White,40000,14000,Phoenix
749,Chevrolet,Traverse,2020,Black,45000,16000,Houston
750,Hyundai,Santa Fe,2018,Red,35000,18000,Seattle
751,Toyota,4Runner,2019,Silver,60000,19000,Los Angeles
752,Honda,Odyssey,2017,White,50000,18000,New York
753,Ford,Edge,2015,Blue,40000,22000,Chicago
754,Chevrolet,Tahoe,2016,Black,35000,25000,Miami
755,Hyundai,Palisade,2019,Silver,70000,18000,San Francisco
756,Toyota,Sienna,2016,Red,55000,19000,Dallas
757,Honda,Fit,2019,Gray,50000,17000,Atlanta
758,Ford,Fusion,2015,White,45000,16000,Phoenix
759,Chevrolet,Malibu,2015,Blue,40000,18000,Houston
760,Hyundai,Venue,2018,Silver,35000,20000,Seattle
761,Toyota,Yaris,2015,Black,55000,19000,Los Angeles
762,Honda,HR-V,2016,White,50000,23000,New York
763,Ford,EcoSport,2018,Red,40000,21000,Chicago
764,Chevrolet,Spark,2019,Blue,35000,24000,Miami
765,Hyundai,Accent,2018,Silver,70000,20000,San Francisco
766,Toyota,Prius,2019,Gray,55000,22000,Dallas
767,Honda,Civic,2015,White,50000,24000,Atlanta
768,Ford,Fiesta,2016,Blue,45000,23000,Phoenix
769,Chevrolet,Cruze,2019,Black,40000,27000,Houston
770,Hyundai,Elantra,2019,Red,35000,25000,Seattle
771,Toyota,Camry,2015,Silver,70000,28000,Los Angeles
772,Honda,Accord,2018,White,55000,22000,New York
773,Ford,Mustang,2018,Blue,50000,21000,Chicago
774,Chevrolet,Camaro,2017,Red,45000,26000,Miami
775,Hyundai,Genesis,2016,Black,30000,29000,San Francisco
776,Toyota,Avalon,2020,Silver,35000,27000,Dallas
777,Honda,Civic,2015,Gray,55000,12000,Atlanta
778,Ford,Fusion,2016,White,50000,15000,Phoenix
779,Chevrolet,Impala,2020,Blue,40000,17000,Houston
780,Hyundai,Sonata,2015,Red,60000,14000,Seattle
781,Toyota,Corolla,2019,Silver,55000,12000,Los Angeles
782,Honda,CR-V,2017,White,45000,18000,New York
783,Ford,Escape,2015,Blue,35000,16000,Chicago
784,Chevrolet,Equinox,2019,Black,55000,14000,Miami
785,Hyundai,Tucson,2015,Red,60000,12000,San Francisco
786,Toyota,Rav14,2018,Gray,40000,15000,Dallas
787,Honda,Pilot,2015,White,25000,19000,Atlanta
788,Ford,Explorer,2016,Blue,30000,18000,Phoenix
789,Chevrolet,Traverse,2018,Black,65000,22000,Houston
790,Hyundai,Santa Fe,2018,Red,55000,16000,Seattle
791,Toyota,4Runner,2015,Silver,50000,14000,Los Angeles
792,Honda,Odyssey,2016,White,55000,19000,New York
793,Ford,Edge,2016,Blue,30000,23000,Chicago
794,Chevrolet,Tahoe,2019,Black,40000,21000,Miami
795,Hyundai,Palisade,2015,Silver,45000,18000,San Francisco
796,Toyota,Sienna,2018,Red,35000,20000,Dallas
797,Honda,Fit,2015,Gray,60000,25000,Atlanta
798,Ford,Fusion,2017,White,55000,24000,Phoenix
799,Chevrolet,Malibu,2017,Blue,50000,23000,Houston
800,Hyundai,Venue,2020,Silver,35000,28000,Seattle
801,Toyota,Yaris,2020,Black,40000,25000,Los Angeles
802,Toyota,Camry,2016,White,70000,27000,Los Angeles
803,Honda,Civic,2015,Blue,55000,22000,New York
804,Toyota,Camry,2017,White,50000,21000,Los Angeles
805,Honda,Civic,2018,Blue,45000,26000,New York
806,Ford,Focus,2018,Silver,30000,29000,Chicago
807,Chevrolet,Cruze,2016,Red,35000,27000,Miami
808,Hyundai,Elantra,2020,Black,55000,12000,San Francisco
809,Toyota,Corolla,2017,Gray,50000,15000,Dallas
810,Honda,Accord,2018,White,40000,17000,Atlanta
811,Ford,Mustang,2020,Yellow,60000,14000,Phoenix
812,Chevrolet,Impala,2016,Black,55000,12000,Houston
813,Hyundai,Sonata,2019,Blue,50000,15000,Seattle
814,Toyota,Rav15,2016,Gray,40000,17000,Los Angeles
815,Honda,CR-V,2015,Red,35000,14000,New York
816,Ford,Escape,2016,White,70000,12000,Chicago
817,Chevrolet,Equinox,2019,Black,55000,15000,Miami
818,Hyundai,Kona,2015,Blue,50000,17000,San Francisco
819,Toyota,Highlander,2019,Silver,40000,14000,Dallas
820,Honda,Pilot,2015,Gray,45000,16000,Atlanta
821,Ford,Explorer,2019,White,35000,18000,Phoenix
822,Chevrolet,Traverse,2020,Black,60000,19000,Houston
823,Hyundai,Santa Fe,2017,Red,50000,18000,Seattle
824,Toyota,4Runner,2017,Silver,40000,22000,Los Angeles
825,Honda,Odyssey,2019,White,35000,25000,New York
826,Ford,Edge,2020,Blue,70000,18000,Chicago
827,Chevrolet,Tahoe,2018,Black,55000,19000,Miami
828,Hyundai,Palisade,2015,Silver,50000,17000,San Francisco
829,Toyota,Sienna,2016,Red,45000,16000,Dallas
830,Honda,Fit,2016,Gray,40000,18000,Atlanta
831,Ford,Fusion,2017,White,35000,20000,Phoenix
832,Chevrolet,Malibu,2016,Blue,55000,19000,Houston
833,Hyundai,Venue,2019,Silver,50000,23000,Seattle
834,Toyota,Yaris,2016,Black,40000,21000,Los Angeles
835,Honda,HR-V,2020,White,35000,24000,New York
836,Ford,EcoSport,2016,Red,70000,20000,Chicago
837,Chevrolet,Spark,2019,Blue,55000,22000,Miami
838,Hyundai,Accent,2020,Silver,50000,24000,San Francisco
839,Toyota,Prius,2018,Gray,45000,23000,Dallas
840,Honda,Civic,2018,White,40000,27000,Atlanta
841,Ford,Fiesta,2016,Blue,35000,25000,Phoenix
842,Chevrolet,Cruze,2020,Black,70000,28000,Houston
843,Hyundai,Elantra,2016,Red,55000,22000,Seattle
844,Toyota,Camry,2015,Silver,50000,21000,Los Angeles
845,Honda,Accord,2016,White,45000,26000,New York
846,Ford,Mustang,2017,Blue,30000,29000,Chicago
847,Chevrolet,Camaro,2020,Red,35000,27000,Miami
848,Hyundai,Genesis,2017,Black,55000,12000,San Francisco
849,Toyota,Avalon,2020,Silver,50000,15000,Dallas
850,Honda,Civic,2018,Gray,40000,17000,Atlanta
851,Ford,Fusion,2019,White,60000,14000,Phoenix
852,Chevrolet,Impala,2016,Blue,55000,12000,Houston
853,Hyundai,Sonata,2019,Red,45000,18000,Seattle
854,Toyota,Corolla,2019,Silver,35000,16000,Los Angeles
855,Honda,CR-V,2017,White,55000,14000,New York
856,Ford,Escape,2020,Blue,60000,12000,Chicago
857,Chevrolet,Equinox,2017,Black,40000,15000,Miami
858,Hyundai,Tucson,2016,Red,25000,19000,San Francisco
859,Toyota,Rav15,2017,Gray,30000,18000,Dallas
860,Honda,Pilot,2019,White,65000,22000,Atlanta
861,Ford,Explorer,2016,Blue,55000,16000,Phoenix
862,Chevrolet,Traverse,2017,Black,50000,14000,Houston
863,Hyundai,Santa Fe,2018,Red,55000,19000,Seattle
864,Toyota,4Runner,2018,Silver,30000,23000,Los Angeles
865,Honda,Odyssey,2016,White,40000,21000,New York
866,Ford,Edge,2019,Blue,45000,18000,Chicago
867,Chevrolet,Tahoe,2016,Black,35000,20000,Miami
868,Hyundai,Palisade,2016,Silver,60000,25000,San Francisco
869,Toyota,Sienna,2015,Red,55000,24000,Dallas
870,Honda,Fit,2020,Gray,50000,23000,Atlanta
871,Ford,Fusion,2015,White,35000,28000,Phoenix
872,Chevrolet,Malibu,2015,Blue,40000,25000,Houston
873,Hyundai,Venue,2019,Silver,70000,27000,Seattle
874,Toyota,Yaris,2015,Black,55000,22000,Los Angeles
875,Toyota,Camry,2017,White,50000,21000,Los Angeles
876,Honda,Civic,2018,Blue,45000,26000,New York
877,Toyota,Camry,2018,White,30000,29000,Los Angeles
878,Honda,Civic,2015,Blue,35000,27000,New York
879,Ford,Focus,2017,Silver,55000,12000,Chicago
880,Chevrolet,Cruze,2018,Red,50000,15000,Miami
881,Hyundai,Elantra,2020,Black,40000,17000,San Francisco
882,Toyota,Corolla,2019,Gray,60000,14000,Dallas
883,Honda,Accord,2019,White,55000,12000,Atlanta
884,Ford,Mustang,2015,Yellow,50000,15000,Phoenix
885,Chevrolet,Impala,2020,Black,40000,17000,Houston
886,Hyundai,Sonata,2017,Blue,35000,14000,Seattle
887,Toyota,Rav16,2020,Gray,70000,12000,Los Angeles
888,Honda,CR-V,2016,Red,55000,15000,New York
889,Ford,Escape,2019,White,50000,17000,Chicago
890,Chevrolet,Equinox,2020,Black,40000,14000,Miami
891,Hyundai,Kona,2015,Blue,45000,16000,San Francisco
892,Toyota,Highlander,2015,Silver,35000,18000,Dallas
893,Honda,Pilot,2017,Gray,60000,19000,Atlanta
894,Ford,Explorer,2020,White,50000,18000,Phoenix
895,Chevrolet,Traverse,2018,Black,40000,22000,Houston
896,Hyundai,Santa Fe,2017,Red,35000,25000,Seattle
897,Toyota,4Runner,2020,Silver,70000,18000,Los Angeles
898,Honda,Odyssey,2017,White,55000,19000,New York
899,Ford,Edge,2019,Blue,50000,17000,Chicago
900,Chevrolet,Tahoe,2015,Black,45000,16000,Miami
901,Hyundai,Palisade,2016,Silver,40000,18000,San Francisco
902,Toyota,Sienna,2020,Red,35000,20000,Dallas
903,Honda,Fit,2015,Gray,55000,19000,Atlanta
904,Ford,Fusion,2017,White,50000,23000,Phoenix
905,Chevrolet,Malibu,2019,Blue,40000,21000,Houston
906,Hyundai,Venue,2020,Silver,35000,24000,Seattle
907,Toyota,Yaris,2016,Black,70000,20000,Los Angeles
908,Honda,HR-V,2019,White,55000,22000,New York
909,Ford,EcoSport,2020,Red,50000,24000,Chicago
910,Chevrolet,Spark,2019,Blue,45000,23000,Miami
911,Hyundai,Accent,2019,Silver,40000,27000,San Francisco
912,Toyota,Prius,2018,Gray,35000,25000,Dallas
913,Honda,Civic,2019,White,70000,28000,Atlanta
914,Ford,Fiesta,2016,Blue,55000,22000,Phoenix
915,Chevrolet,Cruze,2017,Black,50000,21000,Houston
916,Hyundai,Elantra,2019,Red,45000,26000,Seattle
917,Toyota,Camry,2019,Silver,30000,29000,Los Angeles
918,Honda,Accord,2020,White,35000,27000,New York
919,Ford,Mustang,2015,Blue,55000,12000,Chicago
920,Chevrolet,Camaro,2017,Red,50000,15000,Miami
921,Hyundai,Genesis,2020,Black,40000,17000,San Francisco
922,Toyota,Avalon,2019,Silver,60000,14000,Dallas
923,Honda,Civic,2018,Gray,55000,12000,Atlanta
924,Ford,Fusion,2015,White,45000,18000,Phoenix
925,Chevrolet,Impala,2016,Blue,35000,16000,Houston
926,Hyundai,Sonata,2019,Red,55000,14000,Seattle
927,Toyota,Corolla,2019,Silver,60000,12000,Los Angeles
928,Honda,CR-V,2020,White,40000,15000,New York
929,Ford,Escape,2018,Blue,25000,19000,Chicago
930,Chevrolet,Equinox,2015,Black,30000,18000,Miami
931,Hyundai,Tucson,2019,Red,65000,22000,San Francisco
932,Toyota,Rav16,2020,Gray,55000,16000,Dallas
933,Honda,Pilot,2020,White,50000,14000,Atlanta
934,Ford,Explorer,2020,Blue,55000,19000,Phoenix
935,Chevrolet,Traverse,2019,Black,30000,23000,Houston
936,Hyundai,Santa Fe,2020,Red,40000,21000,Seattle
937,Toyota,4Runner,2017,Silver,45000,18000,Los Angeles
938,Honda,Odyssey,2018,White,35000,20000,New York
939,Ford,Edge,2018,Blue,60000,25000,Chicago
940,Chevrolet,Tahoe,2020,Black,55000,24000,Miami
941,Hyundai,Palisade,2018,Silver,50000,23000,San Francisco
942,Toyota,Sienna,2020,Red,35000,28000,Dallas
943,Honda,Fit,2019,Gray,40000,25000,Atlanta
944,Ford,Fusion,2020,White,70000,27000,Phoenix
945,Chevrolet,Malibu,2015,Blue,55000,22000,Houston
946,Hyundai,Venue,2018,Silver,50000,21000,Seattle
947,Toyota,Yaris,2015,Black,45000,26000,Los Angeles
948,Toyota,Camry,2017,White,30000,29000,Los Angeles
949,Honda,Civic,2018,Blue,35000,27000,New York
